Statistical Division or Subdivision,LGA,Offence category,Subcategory,Score
Richmond-Tweed,Richmond Valley,Betting and gaming offences,,60
Richmond-Tweed,Richmond Valley,Liquor offences,,1826
Richmond-Tweed,Richmond Valley,Pornography offences,,28
Richmond-Tweed,Richmond Valley,Prostitution offences,,5
Richmond-Tweed,Richmond Valley,Against justice procedures,Escape custody,32
Richmond-Tweed,Richmond Valley,Against justice procedures,Breach Apprehended Violence Order,1673
Richmond-Tweed,Richmond Valley,Against justice procedures,Breach bail conditions,1888
Richmond-Tweed,Richmond Valley,Against justice procedures,Fail to appear,91
Richmond-Tweed,Richmond Valley,Against justice procedures,Resist or hinder officer,1313
Richmond-Tweed,Richmond Valley,Against justice procedures,Other offences against justice procedures,182
Richmond-Tweed,Richmond Valley,Transport regulatory offences,,111
Richmond-Tweed,Richmond Valley,Other offences,,2175
Richmond-Tweed,Tweed,Homicide,Murder (a),27
Richmond-Tweed,Tweed,Homicide,Attempted murder,12
Richmond-Tweed,Tweed,Homicide,"Murder accessory, conspiracy",2
Richmond-Tweed,Tweed,Homicide,Manslaughter (a),1
Richmond-Tweed,Tweed,Assault,Domestic violence related assault,4903
Richmond-Tweed,Tweed,Assault,Non-domestic violence related assault,7103
Richmond-Tweed,Tweed,Assault,Assault Police,434
Richmond-Tweed,Tweed,Sexual offences,Sexual assault,1218
Richmond-Tweed,Tweed,Sexual offences,"Indecent assault, act of indecency and other sexual offences",1220
Richmond-Tweed,Tweed,Abduction and kidnapping,,77
Richmond-Tweed,Tweed,Robbery,Robbery without a weapon,347
Richmond-Tweed,Tweed,Robbery,Robbery with a firearm,94
Richmond-Tweed,Tweed,Robbery,Robbery with a weapon not a firearm,178
Richmond-Tweed,Tweed,Blackmail and extortion,,3
Richmond-Tweed,Tweed,"Harassment, threatening behaviour and private nuisance",,2470
Richmond-Tweed,Tweed,Other offences against the person,,212
Richmond-Tweed,Tweed,Theft,Break and enter dwelling,10079
Richmond-Tweed,Tweed,Theft,Break and enter non-dwelling,7402
Richmond-Tweed,Tweed,Theft,Receiving or handling stolen goods,1487
Richmond-Tweed,Tweed,Theft,Motor vehicle theft,5423
Richmond-Tweed,Tweed,Theft,Steal from motor vehicle,12896
Richmond-Tweed,Tweed,Theft,Steal from retail store,5623
Richmond-Tweed,Tweed,Theft,Steal from dwelling,7713
Richmond-Tweed,Tweed,Theft,Steal from person,989
Richmond-Tweed,Tweed,Theft,Stock theft,78
Richmond-Tweed,Tweed,Theft,Fraud,5931
Richmond-Tweed,Tweed,Theft,Other theft,10380
Richmond-Tweed,Tweed,Arson,,1086
Richmond-Tweed,Tweed,Malicious damage to property,,18227
Richmond-Tweed,Tweed,Drug offences,Possession and/or use of cocaine,28
Richmond-Tweed,Tweed,Drug offences,Possession and/or use of narcotics,148
Richmond-Tweed,Tweed,Drug offences,Possession and/or use of cannabis,4110
Richmond-Tweed,Tweed,Drug offences,Possession and/or use of amphetamines,465
Richmond-Tweed,Tweed,Drug offences,Possession and/or use of ecstasy,107
Richmond-Tweed,Tweed,Drug offences,Possession and/or use of other drugs,235
Richmond-Tweed,Tweed,Drug offences,"Dealing, trafficking in cocaine",10
Richmond-Tweed,Tweed,Drug offences,"Dealing, trafficking in narcotics",59
Richmond-Tweed,Tweed,Drug offences,"Dealing, trafficking in cannabis",225
Richmond-Tweed,Tweed,Drug offences,"Dealing, trafficking in amphetamines",125
Richmond-Tweed,Tweed,Drug offences,"Dealing, trafficking in ecstasy",43
Richmond-Tweed,Tweed,Drug offences,"Dealing, trafficking in other drugs",23
Richmond-Tweed,Tweed,Drug offences,Cultivating cannabis,1280
Richmond-Tweed,Tweed,Drug offences,Manufacture drug,36
Richmond-Tweed,Tweed,Drug offences,Importing drugs,3
Richmond-Tweed,Tweed,Drug offences,Other drug offences,695
Richmond-Tweed,Tweed,Prohibited and regulated weapons offences,,1558
Richmond-Tweed,Tweed,Disorderly conduct,Trespass,1154
Richmond-Tweed,Tweed,Disorderly conduct,Offensive conduct,1043
Richmond-Tweed,Tweed,Disorderly conduct,Offensive language,740
Richmond-Tweed,Tweed,Disorderly conduct,Criminal intent,290
Richmond-Tweed,Tweed,Betting and gaming offences,,27
Richmond-Tweed,Tweed,Liquor offences,,1523
Richmond-Tweed,Tweed,Pornography offences,,36
Richmond-Tweed,Tweed,Prostitution offences,,9
Richmond-Tweed,Tweed,Against justice procedures,Escape custody,25
Richmond-Tweed,Tweed,Against justice procedures,Breach Apprehended Violence Order,2986
Richmond-Tweed,Tweed,Against justice procedures,Breach bail conditions,1077
Richmond-Tweed,Tweed,Against justice procedures,Fail to appear,533
Richmond-Tweed,Tweed,Against justice procedures,Resist or hinder officer,1174
Richmond-Tweed,Tweed,Against justice procedures,Other offences against justice procedures,527
Richmond-Tweed,Tweed,Transport regulatory offences,,60
Richmond-Tweed,Tweed,Other offences,,3002
Mid North Coast,Bellingen,Homicide,Murder (a),2
Mid North Coast,Bellingen,Homicide,Attempted murder,1
Mid North Coast,Bellingen,Homicide,"Murder accessory, conspiracy",4
Mid North Coast,Bellingen,Homicide,Manslaughter (a),1
Mid North Coast,Bellingen,Assault,Domestic violence related assault,719
Mid North Coast,Bellingen,Assault,Non-domestic violence related assault,1150
Mid North Coast,Bellingen,Assault,Assault Police,60
Mid North Coast,Bellingen,Sexual offences,Sexual assault,176
Mid North Coast,Bellingen,Sexual offences,"Indecent assault, act of indecency and other sexual offences",199
Mid North Coast,Bellingen,Abduction and kidnapping,,6
Mid North Coast,Bellingen,Robbery,Robbery without a weapon,25
Mid North Coast,Bellingen,Robbery,Robbery with a firearm,11
Mid North Coast,Bellingen,Robbery,Robbery with a weapon not a firearm,23
Mid North Coast,Bellingen,Blackmail and extortion,,0
Mid North Coast,Bellingen,"Harassment, threatening behaviour and private nuisance",,659
Mid North Coast,Bellingen,Other offences against the person,,24
Mid North Coast,Bellingen,Theft,Break and enter dwelling,1189
Mid North Coast,Bellingen,Theft,Break and enter non-dwelling,1522
Mid North Coast,Bellingen,Theft,Receiving or handling stolen goods,96
Mid North Coast,Bellingen,Theft,Motor vehicle theft,542
Mid North Coast,Bellingen,Theft,Steal from motor vehicle,1390
Mid North Coast,Bellingen,Theft,Steal from retail store,260
Mid North Coast,Bellingen,Theft,Steal from dwelling,1144
Mid North Coast,Bellingen,Theft,Steal from person,34
Mid North Coast,Bellingen,Theft,Stock theft,47
Mid North Coast,Bellingen,Theft,Fraud,400
Mid North Coast,Bellingen,Theft,Other theft,1546
Mid North Coast,Bellingen,Arson,,190
Mid North Coast,Bellingen,Malicious damage to property,,3339
Mid North Coast,Bellingen,Drug offences,Possession and/or use of cocaine,0
Mid North Coast,Bellingen,Drug offences,Possession and/or use of narcotics,6
Mid North Coast,Bellingen,Drug offences,Possession and/or use of cannabis,751
Mid North Coast,Bellingen,Drug offences,Possession and/or use of amphetamines,54
Mid North Coast,Bellingen,Drug offences,Possession and/or use of ecstasy,21
Mid North Coast,Bellingen,Drug offences,Possession and/or use of other drugs,16
Mid North Coast,Bellingen,Drug offences,"Dealing, trafficking in cocaine",0
Mid North Coast,Bellingen,Drug offences,"Dealing, trafficking in narcotics",2
Mid North Coast,Bellingen,Drug offences,"Dealing, trafficking in cannabis",62
Mid North Coast,Bellingen,Drug offences,"Dealing, trafficking in amphetamines",40
Mid North Coast,Bellingen,Drug offences,"Dealing, trafficking in ecstasy",8
Mid North Coast,Bellingen,Drug offences,"Dealing, trafficking in other drugs",3
Mid North Coast,Bellingen,Drug offences,Cultivating cannabis,361
Mid North Coast,Bellingen,Drug offences,Manufacture drug,2
Mid North Coast,Bellingen,Drug offences,Importing drugs,1
Mid North Coast,Bellingen,Drug offences,Other drug offences,115
Mid North Coast,Bellingen,Prohibited and regulated weapons offences,,244
Mid North Coast,Bellingen,Disorderly conduct,Trespass,370
Mid North Coast,Bellingen,Disorderly conduct,Offensive conduct,173
Mid North Coast,Bellingen,Disorderly conduct,Offensive language,246
Mid North Coast,Bellingen,Disorderly conduct,Criminal intent,25
Mid North Coast,Bellingen,Betting and gaming offences,,0
Mid North Coast,Bellingen,Liquor offences,,586
Mid North Coast,Bellingen,Pornography offences,,8
Mid North Coast,Bellingen,Prostitution offences,,0
Mid North Coast,Bellingen,Against justice procedures,Escape custody,4
Mid North Coast,Bellingen,Against justice procedures,Breach Apprehended Violence Order,501
Mid North Coast,Bellingen,Against justice procedures,Breach bail conditions,166
Mid North Coast,Bellingen,Against justice procedures,Fail to appear,14
Mid North Coast,Bellingen,Against justice procedures,Resist or hinder officer,251
Mid North Coast,Bellingen,Against justice procedures,Other offences against justice procedures,25
Mid North Coast,Bellingen,Transport regulatory offences,,11
Mid North Coast,Bellingen,Other offences,,909
Mid North Coast,Clarence Valley,Homicide,Murder (a),15
Mid North Coast,Clarence Valley,Homicide,Attempted murder,11
Mid North Coast,Clarence Valley,Homicide,"Murder accessory, conspiracy",1
Mid North Coast,Clarence Valley,Homicide,Manslaughter (a),2
Mid North Coast,Clarence Valley,Assault,Domestic violence related assault,3605
Mid North Coast,Clarence Valley,Assault,Non-domestic violence related assault,6198
Mid North Coast,Clarence Valley,Assault,Assault Police,465
Mid North Coast,Clarence Valley,Sexual offences,Sexual assault,863
Mid North Coast,Clarence Valley,Sexual offences,"Indecent assault, act of indecency and other sexual offences",1097
Mid North Coast,Clarence Valley,Abduction and kidnapping,,41
Mid North Coast,Clarence Valley,Robbery,Robbery without a weapon,153
Mid North Coast,Clarence Valley,Robbery,Robbery with a firearm,16
Mid North Coast,Clarence Valley,Robbery,Robbery with a weapon not a firearm,69
Mid North Coast,Clarence Valley,Blackmail and extortion,,2
Mid North Coast,Clarence Valley,"Harassment, threatening behaviour and private nuisance",,2626
Mid North Coast,Clarence Valley,Other offences against the person,,202
Mid North Coast,Clarence Valley,Theft,Break and enter dwelling,7037
Mid North Coast,Clarence Valley,Theft,Break and enter non-dwelling,6407
Mid North Coast,Clarence Valley,Theft,Receiving or handling stolen goods,821
Mid North Coast,Clarence Valley,Theft,Motor vehicle theft,2704
Mid North Coast,Clarence Valley,Theft,Steal from motor vehicle,6860
Mid North Coast,Clarence Valley,Theft,Steal from retail store,2748
Mid North Coast,Clarence Valley,Theft,Steal from dwelling,5933
Mid North Coast,Clarence Valley,Theft,Steal from person,492
Mid North Coast,Clarence Valley,Theft,Stock theft,177
Mid North Coast,Clarence Valley,Theft,Fraud,3075
Mid North Coast,Clarence Valley,Theft,Other theft,7896
Mid North Coast,Clarence Valley,Arson,,928
Mid North Coast,Clarence Valley,Malicious damage to property,,16205
Mid North Coast,Clarence Valley,Drug offences,Possession and/or use of cocaine,6
Mid North Coast,Clarence Valley,Drug offences,Possession and/or use of narcotics,43
Mid North Coast,Clarence Valley,Drug offences,Possession and/or use of cannabis,2929
Mid North Coast,Clarence Valley,Drug offences,Possession and/or use of amphetamines,214
Mid North Coast,Clarence Valley,Drug offences,Possession and/or use of ecstasy,25
Mid North Coast,Clarence Valley,Drug offences,Possession and/or use of other drugs,62
Mid North Coast,Clarence Valley,Drug offences,"Dealing, trafficking in cocaine",0
Mid North Coast,Clarence Valley,Drug offences,"Dealing, trafficking in narcotics",17
Mid North Coast,Clarence Valley,Drug offences,"Dealing, trafficking in cannabis",169
Mid North Coast,Clarence Valley,Drug offences,"Dealing, trafficking in amphetamines",74
Mid North Coast,Clarence Valley,Drug offences,"Dealing, trafficking in ecstasy",17
Mid North Coast,Clarence Valley,Drug offences,"Dealing, trafficking in other drugs",8
Mid North Coast,Clarence Valley,Drug offences,Cultivating cannabis,1022
Mid North Coast,Clarence Valley,Drug offences,Manufacture drug,18
Mid North Coast,Clarence Valley,Drug offences,Importing drugs,0
Mid North Coast,Clarence Valley,Drug offences,Other drug offences,542
Mid North Coast,Clarence Valley,Prohibited and regulated weapons offences,,1195
Mid North Coast,Clarence Valley,Disorderly conduct,Trespass,2269
Mid North Coast,Clarence Valley,Disorderly conduct,Offensive conduct,1609
Mid North Coast,Clarence Valley,Disorderly conduct,Offensive language,1853
Mid North Coast,Clarence Valley,Disorderly conduct,Criminal intent,221
Mid North Coast,Clarence Valley,Betting and gaming offences,,8
Mid North Coast,Clarence Valley,Liquor offences,,2155
Mid North Coast,Clarence Valley,Pornography offences,,22
Mid North Coast,Clarence Valley,Prostitution offences,,1
Mid North Coast,Clarence Valley,Against justice procedures,Escape custody,44
Mid North Coast,Clarence Valley,Against justice procedures,Breach Apprehended Violence Order,1977
Mid North Coast,Clarence Valley,Against justice procedures,Breach bail conditions,1512
Mid North Coast,Clarence Valley,Against justice procedures,Fail to appear,131
Mid North Coast,Clarence Valley,Against justice procedures,Resist or hinder officer,1400
Mid North Coast,Clarence Valley,Against justice procedures,Other offences against justice procedures,246
Mid North Coast,Clarence Valley,Transport regulatory offences,,134
Mid North Coast,Clarence Valley,Other offences,,2996
Mid North Coast,Coffs Harbour,Homicide,Murder (a),22
Mid North Coast,Coffs Harbour,Homicide,Attempted murder,18
Mid North Coast,Coffs Harbour,Homicide,"Murder accessory, conspiracy",3
Mid North Coast,Coffs Harbour,Homicide,Manslaughter (a),3
Mid North Coast,Coffs Harbour,Assault,Domestic violence related assault,7056
Mid North Coast,Coffs Harbour,Assault,Non-domestic violence related assault,10013
Mid North Coast,Coffs Harbour,Assault,Assault Police,775
Mid North Coast,Coffs Harbour,Sexual offences,Sexual assault,1198
Mid North Coast,Coffs Harbour,Sexual offences,"Indecent assault, act of indecency and other sexual offences",1821
Mid North Coast,Coffs Harbour,Abduction and kidnapping,,65
Mid North Coast,Coffs Harbour,Robbery,Robbery without a weapon,483
Mid North Coast,Coffs Harbour,Robbery,Robbery with a firearm,37
Mid North Coast,Coffs Harbour,Robbery,Robbery with a weapon not a firearm,267
Mid North Coast,Coffs Harbour,Blackmail and extortion,,6
Mid North Coast,Coffs Harbour,"Harassment, threatening behaviour and private nuisance",,5919
Mid North Coast,Coffs Harbour,Other offences against the person,,297
Mid North Coast,Coffs Harbour,Theft,Break and enter dwelling,9453
Mid North Coast,Coffs Harbour,Theft,Break and enter non-dwelling,9797
Mid North Coast,Coffs Harbour,Theft,Receiving or handling stolen goods,1676
Mid North Coast,Coffs Harbour,Theft,Motor vehicle theft,4723
Mid North Coast,Coffs Harbour,Theft,Steal from motor vehicle,12872
Mid North Coast,Coffs Harbour,Theft,Steal from retail store,5891
Mid North Coast,Coffs Harbour,Theft,Steal from dwelling,7650
Mid North Coast,Coffs Harbour,Theft,Steal from person,1205
Mid North Coast,Coffs Harbour,Theft,Stock theft,35
Mid North Coast,Coffs Harbour,Theft,Fraud,5271
Mid North Coast,Coffs Harbour,Theft,Other theft,11431
Mid North Coast,Coffs Harbour,Arson,,1210
Mid North Coast,Coffs Harbour,Malicious damage to property,,24570
Mid North Coast,Coffs Harbour,Drug offences,Possession and/or use of cocaine,25
Mid North Coast,Coffs Harbour,Drug offences,Possession and/or use of narcotics,149
Mid North Coast,Coffs Harbour,Drug offences,Possession and/or use of cannabis,5197
Mid North Coast,Coffs Harbour,Drug offences,Possession and/or use of amphetamines,440
Mid North Coast,Coffs Harbour,Drug offences,Possession and/or use of ecstasy,83
Mid North Coast,Coffs Harbour,Drug offences,Possession and/or use of other drugs,204
Mid North Coast,Coffs Harbour,Drug offences,"Dealing, trafficking in cocaine",9
Mid North Coast,Coffs Harbour,Drug offences,"Dealing, trafficking in narcotics",48
Mid North Coast,Coffs Harbour,Drug offences,"Dealing, trafficking in cannabis",260
Mid North Coast,Coffs Harbour,Drug offences,"Dealing, trafficking in amphetamines",153
Mid North Coast,Coffs Harbour,Drug offences,"Dealing, trafficking in ecstasy",55
Mid North Coast,Coffs Harbour,Drug offences,"Dealing, trafficking in other drugs",19
Mid North Coast,Coffs Harbour,Drug offences,Cultivating cannabis,989
Mid North Coast,Coffs Harbour,Drug offences,Manufacture drug,26
Mid North Coast,Coffs Harbour,Drug offences,Importing drugs,0
Mid North Coast,Coffs Harbour,Drug offences,Other drug offences,869
Mid North Coast,Coffs Harbour,Prohibited and regulated weapons offences,,1949
Mid North Coast,Coffs Harbour,Disorderly conduct,Trespass,2530
Mid North Coast,Coffs Harbour,Disorderly conduct,Offensive conduct,2275
Mid North Coast,Coffs Harbour,Disorderly conduct,Offensive language,2265
Mid North Coast,Coffs Harbour,Disorderly conduct,Criminal intent,546
Mid North Coast,Coffs Harbour,Betting and gaming offences,,26
Mid North Coast,Coffs Harbour,Liquor offences,,3519
Mid North Coast,Coffs Harbour,Pornography offences,,47
Mid North Coast,Coffs Harbour,Prostitution offences,,3
Mid North Coast,Coffs Harbour,Against justice procedures,Escape custody,69
Mid North Coast,Coffs Harbour,Against justice procedures,Breach Apprehended Violence Order,3394
Mid North Coast,Coffs Harbour,Against justice procedures,Breach bail conditions,3302
Mid North Coast,Coffs Harbour,Against justice procedures,Fail to appear,174
